latitude,longitude,elevation,time
24.67425612732768,121.76873015239835,8.0,2022-04-15 19:08:13+00:00
24.674291079863906,121.76872805692255,6.0,2022-04-15 19:08:14+00:00
24.6743293851614,121.76874591037631,6.400000095367432,2022-04-15 19:08:15+00:00
24.674374479800463,121.76876954734325,6.400000095367432,2022-04-15 19:08:16+00:00
24.67441680841148,121.76881439052522,6.400000095367432,2022-04-15 19:08:17+00:00
24.67445938847959,121.76885780878365,6.199999809265137,2022-04-15 19:08:18+00:00
24.67450439929962,121.7688687890768,6.400000095367432,2022-04-15 19:08:19+00:00
24.6745468955487,121.76887306384742,6.400000095367432,2022-04-15 19:08:20+00:00
24.674589475616813,121.76888312213123,6.599999904632568,2022-04-15 19:08:21+00:00
24.674624428153038,121.76889033056796,6.0,2022-04-15 19:08:22+00:00
24.67465586028993,121.76890382543206,6.400000095367432,2022-04-15 19:08:23+00:00
24.674690393730998,121.7689229361713,6.400000095367432,2022-04-15 19:08:24+00:00
24.67472375370562,121.7689435556531,6.400000095367432,2022-04-15 19:08:25+00:00
24.674757197499275,121.768953865394,6.599999904632568,2022-04-15 19:08:26+00:00
24.67479106038809,121.76896316930652,6.599999904632568,2022-04-15 19:08:27+00:00
24.674821570515633,121.76896786317229,6.599999904632568,2022-04-15 19:08:28+00:00
24.674844536930323,121.76896492950618,6.599999904632568,2022-04-15 19:08:29+00:00
24.67486448585987,121.76895772106946,6.599999904632568,2022-04-15 19:08:30+00:00
24.67488745227456,121.76895403303206,6.599999904632568,2022-04-15 19:08:31+00:00
24.67491284944117,121.76895302720368,6.599999904632568,2022-04-15 19:08:32+00:00
24.674947801977396,121.76895713433623,6.599999904632568,2022-04-15 19:08:33+00:00
24.674982838332653,121.76897205412388,6.599999904632568,2022-04-15 19:08:34+00:00
24.675015108659863,121.76896425895393,6.599999904632568,2022-04-15 19:08:35+00:00
24.67505156993866,121.76895654760301,6.599999904632568,2022-04-15 19:08:36+00:00
24.675083169713616,121.76894439384341,6.599999904632568,2022-04-15 19:08:37+00:00
24.675112003460526,121.76894062198699,6.400000095367432,2022-04-15 19:08:38+00:00
24.675142262130976,121.76892737857997,6.400000095367432,2022-04-15 19:08:39+00:00
24.675163635984063,121.76890231668949,6.400000095367432,2022-04-15 19:08:40+00:00
24.675183333456516,121.76887742243707,6.400000095367432,2022-04-15 19:08:41+00:00
24.67520596459508,121.76884934306145,6.400000095367432,2022-04-15 19:08:42+00:00
24.67522306367755,121.76881548017263,6.400000095367432,2022-04-15 19:08:43+00:00
24.67523622326553,121.76878245547414,6.199999809265137,2022-04-15 19:08:44+00:00
24.675246700644493,121.76875219680369,6.199999809265137,2022-04-15 19:08:45+00:00
24.67525918968022,121.76871565170586,6.199999809265137,2022-04-15 19:08:46+00:00
24.675274193286896,121.76867005415261,6.199999809265137,2022-04-15 19:08:47+00:00
24.675278635695577,121.76861833781004,6.199999809265137,2022-04-15 19:08:48+00:00
24.675277629867196,121.76857030950487,6.199999809265137,2022-04-15 19:08:49+00:00
24.675281820818782,121.76852839998901,6.199999809265137,2022-04-15 19:08:50+00:00
24.675288442522287,121.76849696785212,6.199999809265137,2022-04-15 19:08:51+00:00
24.675282994285226,121.76846369169652,6.199999809265137,2022-04-15 19:08:52+00:00
24.675272600725293,121.76842966116965,6.199999809265137,2022-04-15 19:08:53+00:00
24.675252651795745,121.76837475970387,6.199999809265137,2022-04-15 19:08:54+00:00
24.675248209387064,121.76831533201039,6.400000095367432,2022-04-15 19:08:55+00:00
24.675246449187398,121.76825741305947,6.400000095367432,2022-04-15 19:08:56+00:00
24.675240581855178,121.76822162233293,6.400000095367432,2022-04-15 19:08:57+00:00
24.67523094266653,121.76819555461407,6.400000095367432,2022-04-15 19:08:58+00:00
24.675235636532307,121.76818415522575,6.400000095367432,2022-04-15 19:08:59+00:00
24.675232199952006,121.76817351020873,6.400000095367432,2022-04-15 19:09:00+00:00
24.675230104476213,121.76814182661474,6.599999904632568,2022-04-15 19:09:01+00:00
24.675239324569702,121.76810293458402,6.599999904632568,2022-04-15 19:09:02+00:00
24.675241000950336,121.76806823350489,6.599999904632568,2022-04-15 19:09:03+00:00
24.675261871889234,121.76798726432025,6.599999904632568,2022-04-15 19:09:04+00:00
